age,income,credit_score,debt_ratio,num_loans,employed,approved
41,55392,724,0.318,3,1,1
46,102826,672,0.4,0,0,1
41,81808,704,0.378,4,1,1
29,111155,815,0.585,1,1,1
34,107396,671,0.417,5,1,0
50,49520,724,0.549,4,0,0
22,49305,691,0.296,2,1,0
30,62525,626,0.239,2,1,1
60,56278,809,0.316,0,1,1
25,106095,633,0.176,2,0,0
39,92108,775,0.423,0,1,1
30,119667,703,0.292,5,0,1
25,93576,733,0.249,3,1,1
39,87622,761,0.425,1,0,0
43,123953,752,0.178,4,0,0
28,96005,688,0.466,0,1,1
24,83416,707,0.278,3,1,1
26,136751,668,0.524,0,1,1
49,84802,605,0.291,0,0,1
58,73221,748,0.445,1,0,0
28,60750,805,0.377,1,1,1
35,104174,740,0.462,4,1,1
36,125583,765,0.366,5,1,0
36,80021,787,0.1,4,0,1
31,128737,615,0.501,4,1,0
23,40874,503,0.337,3,1,0
44,79885,604,0.468,2,0,0
36,80316,759,0.454,1,0,0
36,63152,781,0.234,5,0,1
32,187607,670,0.213,3,0,0
61,79586,768,0.448,3,1,1
47,70619,507,0.305,0,1,1
39,82194,718,0.49,2,0,1
30,40407,731,0.323,4,1,1
56,62430,667,0.504,2,1,0
60,114908,745,0.413,3,1,1
22,65357,661,0.393,4,0,1
61,60940,673,0.294,0,1,1
51,128809,703,0.385,5,1,0
25,130202,773,0.529,4,1,1
54,97607,572,0.342,2,1,1
25,69457,591,0.43,4,0,0
23,74902,634,0.357,0,1,1
26,61470,554,0.369,1,0,1
41,57503,603,0.609,0,1,0
48,56512,609,0.53,3,1,0
38,65607,596,0.362,5,1,0
26,56704,631,0.382,3,0,0
29,47120,666,0.245,4,0,0
58,87952,737,0.324,0,1,1
63,88421,592,0.396,5,0,0
54,147714,792,0.478,1,0,1
25,64462,657,0.462,3,0,0
57,90345,746,0.184,4,0,1
51,90872,522,0.497,5,0,0
44,74527,544,0.337,5,0,1
27,105691,647,0.202,3,0,1
64,106840,615,0.55,3,1,0
40,91340,663,0.569,2,1,0
22,74480,538,0.39,3,1,1
30,71870,655,0.456,4,1,0
38,50465,734,0.465,3,0,0
23,61432,749,0.559,3,1,1
35,65516,571,0.459,2,0,0
41,54960,607,0.151,1,0,1
62,95009,674,0.651,0,0,0
24,123819,671,0.51,2,1,0
46,59274,772,0.274,2,0,1
61,89946,624,0.196,3,1,1
56,56716,728,0.426,5,0,1
61,73206,806,0.308,4,1,1
28,63968,590,0.399,4,1,1
56,100551,784,0.462,3,1,0
64,64227,603,0.265,5,0,1
35,116057,603,0.183,5,1,1
42,74739,721,0.408,0,0,1
44,64886,710,0.27,3,0,1
42,52528,683,0.372,3,0,0
33,88999,565,0.149,5,0,1
63,111422,515,0.312,3,0,0
63,89628,816,0.457,0,1,1
37,178322,803,0.441,1,0,1
56,134347,808,0.232,0,0,1
38,73139,669,0.175,1,1,1
55,72871,807,0.352,0,0,0
46,96004,655,0.434,4,1,0
41,60746,507,0.411,2,1,0
26,122511,553,0.273,4,1,0
49,92440,580,0.395,5,0,0
35,89100,619,0.575,3,0,0
30,103589,827,0.381,2,0,0
29,148858,603,0.105,1,1,1
64,86473,706,0.38,4,0,1
25,78291,580,0.657,3,1,0
56,138110,718,0.157,4,0,1
59,114279,689,0.354,0,1,1
22,72796,535,0.316,0,0,1
46,81599,651,0.364,0,1,1
46,87216,518,0.379,4,0,1
36,92447,809,0.521,3,0,0
50,50663,740,0.363,1,0,0
38,47472,828,0.542,1,1,1
40,59705,803,0.332,3,1,1
39,58110,561,0.297,5,1,0
56,65018,741,0.25,5,1,1
48,101712,517,0.077,2,1,0
37,76775,835,0.391,4,1,0
61,87247,770,0.658,0,1,1
56,53064,731,0.419,5,1,1
62,69299,848,0.453,0,1,1
53,100037,793,0.288,2,1,1
38,100307,799,0.313,4,0,1
55,63206,517,0.498,5,1,0
35,86192,488,0.651,1,1,0
32,175844,835,0.573,3,1,0
40,80951,572,0.471,1,1,1
63,63904,637,0.355,0,1,1
45,76645,496,0.381,2,1,0
37,84121,710,0.237,3,1,1
41,77253,783,0.133,1,1,1
33,80562,791,0.181,5,1,1
49,49146,695,0.357,3,0,0
36,58153,724,0.306,2,1,1
45,77303,670,0.13,2,0,1
37,76873,645,0.344,2,1,1
35,66809,685,0.302,0,0,1
63,76558,826,0.174,3,0,1
36,83209,573,0.294,4,1,1
24,111196,653,0.302,2,1,0
37,78671,702,0.258,2,1,1
44,93661,690,0.489,5,0,0
25,67386,491,0.065,3,1,1
34,99508,586,0.052,1,0,1
28,92898,719,0.35,0,1,0
43,110281,736,0.364,4,0,1
52,104555,751,0.411,3,1,0
63,100089,846,0.269,3,1,1
38,78693,729,0.212,1,0,1
58,88742,694,0.349,1,0,1
30,118182,602,0.284,2,1,1
55,64830,617,0.583,4,1,0
45,65370,785,0.301,1,1,1
54,86791,653,0.342,3,0,1
54,94193,744,0.721,5,1,1
44,61042,525,0.321,1,0,1
32,79347,527,0.433,1,1,0
44,78815,559,0.447,1,1,0
57,37512,552,0.46,5,1,0
63,75425,704,0.393,3,0,1
61,77087,715,0.379,5,0,0
28,77007,686,0.365,5,1,0
47,133696,587,0.264,2,1,1
25,53222,693,0.399,0,0,0
50,61031,524,0.654,1,1,0
64,32646,654,0.532,3,1,0
23,68833,537,0.396,2,0,1
49,70918,508,0.478,0,0,0
62,68136,541,0.22,5,0,1
58,120023,521,0.311,1,0,1
38,110081,656,0.492,3,0,0
25,83701,681,0.573,5,0,0
61,71542,704,0.234,3,0,1
61,116649,642,0.277,4,0,1
46,80890,545,0.677,0,1,1
64,61167,487,0.364,4,0,1
21,44670,743,0.624,5,0,1
48,69793,843,0.381,5,1,1
22,106073,583,0.387,0,0,1
62,180691,555,0.304,1,1,1
50,83226,595,0.491,0,1,1
61,62310,559,0.554,5,1,0
45,53799,562,0.195,1,0,1
24,98809,662,0.297,3,1,1
22,43921,770,0.487,2,1,1
35,98753,743,0.331,4,1,1
53,108440,835,0.276,5,0,1
27,94888,612,0.501,1,0,0
58,75423,662,0.516,4,0,0
31,99259,620,0.283,1,0,1
42,86473,495,0.382,1,1,1
29,62032,623,0.169,0,0,1
41,155655,576,0.216,2,1,1
40,72018,657,0.369,3,1,1
21,106859,538,0.355,4,1,0
45,34935,754,0.205,5,1,1
55,127328,791,0.243,3,1,1
62,136192,835,0.19,2,0,1
35,82306,511,0.418,1,0,0
59,99045,523,0.055,5,0,1
59,99036,837,0.198,2,1,1
64,65042,793,0.071,4,0,1
37,98642,697,0.413,3,0,0
58,61374,598,0.08,5,0,1
45,65821,671,0.355,5,0,1
23,120835,678,0.596,4,0,0
32,114564,793,0.601,3,0,0
50,63610,675,0.079,0,0,1
28,63007,490,0.395,0,1,1
40,64978,738,0.202,3,1,1
55,105259,767,0.171,4,0,1
27,57398,590,0.333,4,0,0
42,92282,523,0.534,1,0,0
30,105784,532,0.44,3,0,0
44,78974,791,0.243,5,0,1
31,115992,645,0.456,0,1,0
63,73222,675,0.013,2,1,1
24,75577,835,0.237,5,1,0
63,57856,502,0.226,1,0,1
55,116281,556,0.362,1,1,1
58,62285,788,0.32,2,1,1
58,92058,679,0.329,4,0,1
29,79443,490,0.324,1,0,1
61,56347,740,0.353,4,1,1
47,65813,531,0.431,1,1,0
63,132159,769,0.372,2,1,1
59,87407,775,0.307,3,0,1
46,57214,785,0.41,0,1,1
37,90637,652,0.474,4,1,0
26,77390,579,0.267,4,0,1
25,272848,806,0.341,5,0,1
38,89999,686,0.524,1,0,0
56,71292,715,0.185,2,0,1
43,133889,530,0.621,5,1,0
42,42761,710,0.149,0,0,1
31,84185,694,0.298,2,0,1
45,163702,588,0.207,2,0,1
49,78205,763,0.678,2,1,1
64,44405,529,0.274,2,0,1
53,70911,746,0.275,4,1,1
47,135515,835,0.294,1,0,1
61,92909,689,0.364,5,1,0
39,60728,518,0.301,5,1,1
62,64082,684,0.33,1,1,1
37,66961,675,0.0,5,1,1
26,92427,684,0.359,1,0,0
39,130108,580,0.353,0,0,1
26,117725,711,0.506,2,1,1
26,95546,577,0.546,4,0,0
59,51107,686,0.322,5,0,1
55,51174,699,0.472,3,0,0
30,98164,718,0.185,4,0,1
57,50860,775,0.465,1,0,1
24,75268,806,0.264,5,1,1
33,90600,767,0.172,3,0,1
52,54699,774,0.322,0,0,1
34,56912,801,0.56,0,0,1
53,78811,569,0.377,1,1,1
59,97152,588,0.574,0,0,0
23,118100,677,0.238,1,1,1
22,100733,652,0.507,5,1,1
62,83578,739,0.252,1,1,1
43,62730,483,0.384,3,1,1
43,55991,531,0.383,5,1,0
41,68115,756,0.449,1,1,1
40,94017,784,0.388,4,1,1
51,91635,591,0.239,2,0,1
46,39057,595,0.482,1,1,0
28,61869,687,0.61,5,1,0
48,124161,656,0.262,3,1,1
50,83741,542,0.075,2,0,1
25,49603,665,0.425,4,0,0
37,185775,783,0.3,5,0,1
55,80630,749,0.33,4,0,1
48,93178,782,0.433,5,1,1
27,93675,718,0.282,1,1,1
22,71618,804,0.31,2,0,1
46,63140,572,0.335,1,1,1
41,171158,496,0.57,4,0,0
63,115714,522,0.355,4,0,1
43,108601,847,0.165,3,1,1
61,99654,716,0.171,3,0,1
30,57331,571,0.371,4,1,0
40,127375,796,0.181,1,1,1
27,60637,594,0.116,2,1,1
46,89941,700,0.445,4,1,1
29,45888,572,0.453,0,0,0
42,39873,515,0.295,5,1,0
36,91049,578,0.394,1,0,0
29,61364,564,0.378,4,0,1
25,40601,684,0.44,3,1,0
43,98417,487,0.441,5,0,0
62,171062,568,0.0,4,0,1
29,132469,690,0.314,3,0,1
38,74436,625,0.428,4,0,0
30,81703,715,0.288,2,1,1
56,111130,722,0.355,3,0,1
39,120632,837,0.463,5,0,0
63,72223,789,0.362,0,1,1
31,82431,564,0.576,2,0,0
24,90488,736,0.519,0,1,1
46,98875,712,0.332,3,0,1
49,77744,699,0.32,4,0,1
64,78098,775,0.0,0,1,1
59,132018,534,0.301,3,1,1
59,124379,618,0.147,2,0,1
48,96264,781,0.383,4,0,0
36,148664,810,0.373,1,1,1
39,71147,493,0.454,0,1,1
26,143745,654,0.56,0,1,0
39,98483,577,0.346,2,0,1
37,255919,542,0.692,2,1,0
22,53658,501,0.385,5,0,0
29,63990,679,0.153,2,0,1
44,94309,726,0.266,1,0,1
37,93600,676,0.294,4,0,1
64,161184,616,0.439,0,1,0
42,64462,765,0.208,2,0,1
63,111801,721,0.305,3,1,1
50,122347,816,0.326,1,1,1
22,104233,608,0.283,3,1,1
29,58186,568,0.472,2,1,0
52,133315,648,0.446,5,0,0
44,125244,667,0.525,1,1,1
34,100470,649,0.3,5,0,1
43,87490,787,0.53,3,0,0
60,88159,496,0.145,4,0,1
38,79237,675,0.142,1,1,1
22,101929,639,0.168,0,0,0
34,82343,558,0.351,4,1,1
62,60523,717,0.53,2,0,1
54,56430,776,0.26,1,1,1
57,62601,682,0.278,5,1,1
61,88036,511,0.318,1,1,1
26,80686,507,0.436,2,1,0
33,87827,636,0.278,4,1,1
23,97056,727,0.27,5,1,1
21,65394,595,0.148,5,0,0
57,136044,594,0.264,3,0,1
62,74166,798,0.527,0,1,1
27,69986,485,0.364,0,0,1
52,96432,509,0.239,4,1,1
44,42829,537,0.535,3,1,0
24,61764,843,0.262,0,1,1
61,114821,664,0.563,4,0,0
59,44341,538,0.561,5,0,0
45,120440,594,0.358,0,1,1
52,138227,838,0.125,4,0,1
38,71571,736,0.693,2,1,0
55,90209,562,0.408,2,0,0
40,120504,569,0.301,4,0,1
64,69174,507,0.493,1,0,1
23,110357,765,0.455,0,0,1
28,64399,530,0.547,5,1,1
63,68913,585,0.251,2,1,1
33,61574,608,0.398,1,0,1
34,91829,709,0.172,4,1,1
55,122155,704,0.45,1,0,0
29,76368,775,0.347,4,1,0
43,52199,589,0.392,0,1,1
33,55760,622,0.328,3,1,0
29,93514,623,0.312,2,1,1
63,155313,497,0.22,5,1,1
29,93485,752,0.469,3,0,1
25,71135,678,0.573,5,0,0
50,106502,656,0.266,1,1,1
59,74902,848,0.433,2,1,0
26,71350,546,0.415,4,1,0
52,58238,838,0.351,0,1,1
44,133347,731,0.121,5,0,1
57,33491,561,0.155,4,0,0
26,107689,731,0.233,4,1,1
63,69248,759,0.029,1,0,1
48,70554,614,0.561,4,0,0
58,147276,607,0.405,5,1,0
36,63437,789,0.346,1,0,1
62,64198,539,0.021,3,1,1
48,77817,484,0.076,0,1,1
26,94146,726,0.35,2,0,1
61,69780,815,0.646,0,1,0
56,46953,665,0.245,3,1,0
34,60160,529,0.48,3,1,0
45,127545,679,0.278,3,1,1
38,83611,573,0.358,4,0,1
44,95381,786,0.532,5,1,0
63,74329,706,0.298,1,1,0
60,64662,604,0.246,1,0,1
30,146518,711,0.563,1,0,0
63,76259,726,0.357,5,0,1
40,69743,731,0.514,0,0,0
52,119540,615,0.247,0,0,1
54,63255,691,0.561,0,1,0
42,66145,495,0.391,4,1,1
41,81744,629,0.415,3,1,0
41,81459,619,0.37,5,1,0
58,89198,677,0.274,1,0,1
37,169370,831,0.35,2,0,1
33,91623,832,0.284,3,1,1
36,35434,658,0.494,0,1,0
29,91305,719,0.32,5,1,0
38,82538,520,0.126,4,0,1
26,82699,658,0.098,0,0,0
24,88773,734,0.091,5,1,0
52,80637,732,0.443,2,0,1
24,79965,836,0.177,2,0,1
46,100944,652,0.395,5,0,0
55,67375,815,0.37,3,1,0
52,58458,842,0.34,1,0,1
40,234704,691,0.416,4,1,0
29,63399,513,0.374,4,0,1
61,84356,619,0.0,1,1,1
57,48256,762,0.301,4,0,1
47,84840,694,0.414,3,0,0
24,58755,826,0.596,1,0,1
22,69765,781,0.603,2,0,1
34,117422,503,0.146,5,1,1
27,96082,798,0.298,1,0,1
58,99379,612,0.115,4,1,1
30,43819,782,0.578,4,1,1
33,154921,667,0.502,5,0,0
63,53669,648,0.403,1,0,0
57,139073,506,0.375,1,1,1
30,116459,523,0.557,5,1,0
37,99690,700,0.532,2,1,0
43,60386,690,0.524,3,1,0
50,85889,685,0.419,3,1,0
62,69074,537,0.298,3,0,1
59,82283,668,0.465,3,1,0
63,74630,502,0.472,2,0,0
22,39904,533,0.321,2,1,0
31,120618,664,0.297,2,0,1
45,79171,708,0.52,3,0,0
23,68739,722,0.6,4,1,1
36,66946,843,0.238,3,1,1
27,92338,796,0.31,4,1,1
62,59572,620,0.403,2,1,0
23,36992,769,0.423,4,0,0
27,93925,515,0.272,2,0,0
29,97679,797,0.633,2,1,0
27,75954,623,0.413,0,0,0
46,54502,761,0.43,1,0,0
37,84026,839,0.614,4,1,0
61,48785,740,0.283,0,0,1
32,56853,820,0.337,1,0,1
44,62631,483,0.162,4,1,1
50,109440,543,0.324,5,0,1
48,71743,711,0.127,2,1,1
56,69634,680,0.462,2,0,0
29,161441,524,0.413,3,0,0
43,92145,745,0.308,4,0,1
56,91712,501,0.335,2,1,1
58,71565,846,0.464,1,1,1
48,66107,537,0.18,2,1,1
49,37893,644,0.381,1,0,1
59,114327,784,0.455,4,1,1
48,95288,670,0.083,0,0,1
62,76500,755,0.453,3,1,1
26,77631,740,0.099,0,1,1
36,105388,831,0.332,5,0,1
25,47269,651,0.175,3,0,0
24,66257,842,0.565,0,0,1
41,54724,671,0.176,5,1,0
30,151416,810,0.102,3,1,1
38,110662,751,0.37,3,0,1
40,37677,529,0.288,0,1,0
48,47951,718,0.124,1,1,0
62,77764,805,0.429,4,0,0
58,69037,527,0.051,2,1,1
37,51237,790,0.195,3,0,1
35,160881,519,0.264,5,0,1
54,90866,802,0.47,2,0,0
26,96177,771,0.544,2,0,0
44,63930,536,0.515,4,0,0
39,104878,748,0.327,0,0,1
29,71297,523,0.0,2,0,0
48,73761,690,0.409,5,1,0
35,100872,821,0.571,1,0,1
29,46056,556,0.535,1,1,0
49,142446,544,0.419,2,0,0
28,86820,636,0.172,0,0,1
50,127527,616,0.271,0,1,1
28,55902,497,0.64,1,0,0
40,58962,648,0.137,5,1,0
56,54235,576,0.178,1,1,0
31,88908,526,0.491,4,0,1
54,83354,582,0.285,2,1,1
52,69231,487,0.173,4,0,1
60,57116,818,0.579,1,1,1
28,52284,847,0.419,5,0,1
52,80080,616,0.293,2,0,1
62,69203,804,0.178,4,1,1
54,64074,650,0.657,4,0,0
29,139977,817,0.346,2,1,1
57,79137,544,0.56,4,1,0
25,127042,585,0.484,0,1,0
46,67583,753,0.272,2,0,1
42,88737,561,0.273,2,1,1
44,79885,784,0.567,5,0,1
43,44963,637,0.569,5,0,0
22,134279,629,0.068,4,0,0
43,77688,647,0.432,5,0,0
62,105768,775,0.332,5,0,1
40,62602,482,0.195,4,0,1
33,76885,757,0.389,3,1,0
64,60136,768,0.148,1,0,1
25,125537,783,0.28,4,0,1
42,90830,848,0.23,1,0,1
43,92617,769,0.275,1,1,1
42,131022,675,0.339,5,1,1
61,122085,652,0.198,0,0,1
39,106471,623,0.586,0,0,0
63,49521,786,0.424,3,1,0
23,63848,625,0.619,3,1,0
53,57319,691,0.326,0,1,0
47,105071,515,0.268,2,0,1
31,86464,597,0.614,1,0,0
31,50065,578,0.263,1,0,0
52,76244,640,0.323,1,0,1
49,48282,665,0.458,4,1,0
47,79950,745,0.164,2,1,1
23,45632,639,0.457,5,0,0
47,98012,535,0.438,0,1,0
64,92971,681,0.54,4,0,0
21,158822,500,0.484,5,1,0
41,109591,794,0.545,2,0,1
42,70244,765,0.333,4,1,1
60,108454,563,0.221,2,1,1
33,49940,577,0.666,3,0,0
41,58156,490,0.121,5,0,0
52,91524,614,0.136,3,1,1
23,38268,494,0.435,3,1,1
56,80398,826,0.594,5,0,1
57,56992,529,0.378,2,1,0
52,84391,723,0.5,1,0,0
49,55857,691,0.051,4,1,1
53,94489,567,0.275,4,1,1
55,82004,779,0.069,1,0,1
60,132971,520,0.467,4,0,0
39,81643,808,0.118,0,1,1
41,62239,753,0.158,1,1,1
49,74708,714,0.427,5,0,1
29,50882,805,0.509,3,1,1
58,93892,629,0.326,3,1,1
54,100128,584,0.436,3,0,0
48,193295,537,0.431,0,1,1
34,65520,822,0.318,5,0,1
36,74163,628,0.186,1,0,1
40,66585,786,0.435,4,0,1
50,87728,602,0.442,5,0,0
