MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
1.6815,11.0,7.3077,1.0258,888.0,2.6422,33.78,-118.26,1.7332
3.0659,11.0,5.6606,1.0173,329.0,3.8195,38.01,-120.3,1.6418
3.9473,28.0,3.7044,1.1535,1726.0,1.5886,41.08,-117.41,2.5582
3.6894,26.0,6.8524,0.9762,786.0,3.1818,40.98,-118.94,2.0062
3.476,12.0,4.5673,0.8723,997.0,3.3115,35.43,-122.43,2.2365
3.4716,14.0,6.0406,1.153,582.0,3.3335,35.03,-117.92,1.8085
1.0786,46.0,3.8605,1.0838,1083.0,2.5989,35.86,-124.03,1.5727
2.5904,39.0,8.0717,1.0807,1034.0,2.1481,34.83,-116.07,2.0097
3.4515,10.0,3.6693,1.1782,467.0,4.2156,41.66,-115.24,1.8054
3.2114,37.0,5.4828,1.1991,1565.0,2.3148,32.83,-123.52,2.9974
2.7973,8.0,2.8534,1.0758,3226.0,2.1064,34.32,-121.73,2.4485
1.8527,23.0,5.3505,0.9316,2379.0,3.0162,32.77,-123.03,1.9849
3.6379,1.0,4.8897,1.0042,3410.0,2.4087,40.61,-116.58,1.1399
4.079,34.0,6.7646,1.1877,748.0,3.8406,36.98,-123.59,2.5922
2.2593,10.0,4.8895,1.1205,522.0,2.7879,34.67,-118.89,0.8053
5.5485,13.0,6.7663,1.0175,181.0,3.9444,36.26,-120.42,2.732
7.2489,10.0,4.1711,0.9823,920.0,3.359,33.51,-116.79,3.441
3.1063,10.0,5.0616,1.1927,1023.0,2.6894,33.52,-117.91,1.8713
1.7304,4.0,5.0857,1.0668,1205.0,3.8912,41.5,-118.86,0.5635
1.2534,29.0,5.9947,1.2129,446.0,2.4793,39.11,-119.27,1.2924
2.4705,45.0,5.842,1.2319,1372.0,2.7439,38.57,-116.55,1.8993
2.9571,16.0,6.2667,1.0531,1139.0,3.4233,36.99,-119.53,1.5846
1.2015,40.0,5.7202,1.2424,1389.0,3.1813,37.15,-120.1,1.9451
2.4188,28.0,6.1936,1.1208,1617.0,2.4611,39.83,-124.05,3.0771
5.3717,13.0,4.3226,1.1402,1245.0,1.7709,33.0,-121.61,3.8105
0.5055,4.0,5.8666,0.8,2331.0,2.9851,38.84,-120.6,1.1477
3.2358,40.0,7.3298,0.9544,1536.0,2.4183,37.73,-118.51,2.221
2.0527,2.0,3.384,0.9625,1165.0,3.0237,35.41,-117.57,1.227
3.0183,22.0,5.9868,1.0522,652.0,2.6632,34.55,-114.67,1.1834
7.4839,2.0,6.2121,1.1172,942.0,2.4259,40.69,-121.53,2.881
2.925,40.0,7.1534,1.1233,313.0,2.7855,41.35,-118.86,1.1939
2.6494,51.0,6.2713,1.1429,2017.0,2.9413,33.41,-116.74,2.1904
4.5697,17.0,5.5204,0.9973,656.0,3.556,34.11,-121.19,3.5787
3.6699,16.0,5.9161,1.2037,511.0,3.3386,38.84,-118.81,1.9403
3.2448,29.0,4.518,1.3714,360.0,4.6755,39.85,-120.11,1.8631
3.7548,26.0,4.9344,1.047,613.0,3.1131,37.17,-120.33,2.62
6.2748,20.0,3.7972,1.0004,772.0,2.4617,41.31,-123.67,3.6057
5.1609,19.0,7.1844,0.9972,2655.0,2.867,40.79,-124.06,2.5349
2.5275,10.0,5.9402,1.1128,644.0,3.4547,33.7,-121.35,2.3463
7.246,13.0,4.3007,1.0211,3070.0,3.8027,33.85,-115.18,4.0062
2.1419,30.0,5.7256,0.8405,2675.0,4.0732,33.32,-122.37,2.8984
3.2361,38.0,6.7912,0.8815,2606.0,2.1864,40.82,-123.67,2.4952
3.4799,39.0,6.5914,1.253,1743.0,4.0245,37.8,-118.1,2.5505
2.4463,27.0,4.2868,1.2923,241.0,2.9632,41.44,-114.71,1.351
6.7799,39.0,2.0,1.34,2407.0,2.2584,39.43,-123.73,4.731
2.3635,31.0,5.8745,1.1339,273.0,2.837,39.45,-116.85,1.3483
2.7741,19.0,4.3358,0.9514,464.0,3.9686,33.69,-123.22,2.5095
5.6256,19.0,6.1468,1.0343,769.0,3.3658,33.54,-122.95,3.7091
2.1979,27.0,6.5403,0.8763,664.0,2.0304,41.34,-114.94,2.0948
1.1623,16.0,6.7364,0.8705,2092.0,2.0364,37.08,-117.29,1.4836
3.2965,39.0,7.4937,1.1383,1911.0,2.0142,41.94,-118.71,1.8354
1.4453,10.0,6.8836,1.1809,1043.0,2.4148,35.57,-122.65,1.2848
1.3253,3.0,7.4995,1.3938,1725.0,3.062,38.4,-118.71,1.5276
0.5169,26.0,7.0549,1.0875,1278.0,2.0991,37.94,-123.68,1.29
0.5861,4.0,7.1595,0.8963,1130.0,2.6573,33.15,-120.36,1.7236
0.6286,10.0,5.351,1.0817,841.0,4.1216,37.43,-117.26,0.15
7.8216,20.0,3.8528,1.0576,585.0,4.2942,41.28,-118.62,3.3719
0.6263,1.0,8.3787,1.0263,100.0,4.2404,36.81,-117.55,0.15
1.4177,12.0,5.4755,1.1516,2054.0,1.5641,36.99,-123.14,1.8384
2.8055,28.0,6.8744,0.9178,627.0,4.339,39.16,-116.71,1.7591
4.4445,20.0,4.7397,1.1196,679.0,3.0734,39.92,-114.74,2.6687
4.7305,46.0,6.5567,1.1977,592.0,3.0624,40.37,-115.22,2.3308
1.7312,5.0,2.466,1.313,1392.0,3.8231,36.79,-123.42,1.355
3.1976,37.0,4.9075,1.1466,1641.0,3.5628,36.72,-123.31,2.2578
2.751,31.0,5.2819,1.2565,708.0,1.5051,37.0,-119.17,1.0517
3.0797,33.0,5.9551,1.0334,1163.0,2.51,41.71,-119.06,2.0942
3.3516,35.0,6.6864,1.0544,747.0,2.7071,41.33,-115.73,2.5075
3.9388,3.0,4.087,1.3022,2057.0,1.9358,38.42,-120.61,2.9314
2.0257,41.0,6.192,0.8943,1485.0,3.7977,35.2,-119.16,1.3846
6.113,17.0,6.872,1.0395,138.0,4.1511,41.05,-122.26,3.4766
8.4793,34.0,8.2151,1.2693,1598.0,2.9916,34.12,-114.83,4.8758
2.3758,15.0,6.248,1.0683,1225.0,3.2389,33.51,-123.09,1.9509
10.145,21.0,4.8486,1.0572,546.0,2.991,36.44,-115.26,4.3474
2.1139,36.0,3.8739,1.0602,482.0,3.0793,39.01,-115.39,1.4186
3.2346,48.0,7.595,1.1176,1896.0,3.8941,33.0,-123.8,2.8198
2.7676,45.0,6.2848,1.2629,1983.0,1.5876,35.47,-116.55,2.1208
3.1527,38.0,5.3736,1.2386,1277.0,3.3889,39.95,-120.92,2.133
5.7164,28.0,3.4562,1.1017,719.0,3.0095,38.76,-122.05,3.3289
2.6627,27.0,4.2826,1.2639,560.0,2.4292,33.3,-120.28,2.1904
1.2825,50.0,6.1576,1.1513,581.0,2.5973,34.42,-115.06,2.4054
1.9999,11.0,5.8246,1.2289,858.0,4.4659,39.39,-120.31,0.6816
2.6667,49.0,3.0644,0.9457,2298.0,1.938,33.61,-121.87,2.8503
3.4218,34.0,6.1591,1.3608,211.0,2.8652,32.59,-119.05,2.4673
1.7372,32.0,3.5179,1.133,1138.0,4.3036,41.93,-120.2,1.391
1.8781,31.0,7.0248,0.8,865.0,1.9839,38.33,-124.11,1.6083
3.5021,42.0,5.6503,1.3489,1505.0,2.6351,36.58,-122.44,2.0638
3.5799,35.0,4.8439,1.1008,456.0,3.0338,38.17,-124.13,2.5495
5.2331,5.0,6.5882,1.0407,948.0,3.3301,38.87,-119.08,2.3184
1.9823,40.0,5.8242,1.0091,1955.0,2.9358,37.21,-117.89,1.6233
4.183,38.0,6.9899,1.1659,1287.0,2.2837,38.75,-117.12,1.9326
2.7711,47.0,5.4966,0.9667,762.0,3.3579,39.23,-122.22,2.8349
2.1867,48.0,5.5666,1.0135,535.0,2.9195,34.2,-116.25,2.1399
2.8317,49.0,5.0577,1.0171,2679.0,3.5022,36.53,-120.19,1.1885
3.0957,3.0,5.7156,1.0562,326.0,3.739,35.39,-123.81,1.8557
1.1761,33.0,7.4375,1.0227,2930.0,1.811,40.07,-115.02,1.1019
1.2504,48.0,4.7967,1.2279,1262.0,3.8265,39.81,-117.37,0.7265
4.5405,50.0,6.1775,1.1407,1022.0,2.7963,40.2,-118.67,3.1423
2.3362,29.0,4.3435,1.159,2268.0,3.6602,36.66,-123.9,2.0924
3.4378,47.0,2.9199,1.1916,2339.0,3.3951,37.97,-124.16,2.5766
4.458,45.0,5.649,1.086,1194.0,4.4833,39.2,-118.65,2.3798
2.8428,1.0,5.8445,0.947,1542.0,3.005,35.56,-115.51,1.5488
4.2307,46.0,5.2679,1.3708,404.0,2.6773,41.79,-117.83,1.9804
3.1086,33.0,3.6048,1.2391,952.0,2.5896,36.1,-124.24,2.3523
3.2032,30.0,5.7652,1.3419,647.0,2.1703,37.6,-117.92,2.4282
5.9989,10.0,5.7196,1.2552,2709.0,3.6465,40.35,-120.81,3.471
2.6432,47.0,4.3335,1.0309,2536.0,2.1189,39.6,-123.08,1.9753
4.5726,16.0,3.7758,0.8,413.0,3.6395,37.26,-116.18,2.207
1.0119,22.0,5.0971,0.9156,389.0,2.8212,36.38,-118.54,0.4748
3.3594,16.0,6.1835,1.1955,989.0,1.5894,38.55,-117.06,2.0432
6.9178,50.0,5.9,1.0847,3001.0,4.1906,36.64,-122.65,3.6316
10.5772,25.0,4.343,1.037,798.0,1.0,38.12,-123.14,5.0
1.0552,6.0,5.5643,0.8,4406.0,2.9346,40.1,-119.15,0.8116
2.3282,1.0,6.4646,1.098,336.0,3.1872,33.66,-119.02,1.3871
1.4701,50.0,3.9928,0.9377,626.0,1.1552,39.12,-118.48,1.3459
2.7134,13.0,5.4758,0.9913,402.0,3.353,33.01,-116.86,2.0253
5.0315,40.0,7.0076,1.2275,1208.0,2.4642,39.47,-117.66,2.3452
6.1283,2.0,3.8701,0.9456,781.0,2.8012,34.49,-117.54,3.1424
6.2475,46.0,6.7866,0.9599,2819.0,4.0744,37.19,-122.55,3.0626
0.9775,34.0,7.343,1.1278,728.0,3.1142,35.04,-120.12,0.924
3.0524,12.0,5.1334,1.2309,2010.0,2.7195,35.56,-118.3,2.0305
1.954,46.0,4.9884,1.0396,426.0,2.8636,38.47,-119.11,1.3972
2.6096,16.0,6.6397,1.3201,906.0,4.4209,36.6,-121.26,1.4067
2.1517,51.0,5.1766,0.9082,173.0,3.3237,37.13,-114.86,1.9185
1.0197,31.0,2.5762,0.8819,3035.0,2.293,41.99,-122.9,1.9735
6.1643,23.0,5.2814,0.8691,985.0,2.6093,33.66,-114.55,3.6673
1.7499,3.0,5.9645,0.8522,2000.0,2.0479,36.15,-116.48,1.4403
1.9801,14.0,6.2881,1.1505,251.0,2.6386,37.54,-118.34,1.0365
6.9426,3.0,4.3432,0.9533,308.0,4.2863,40.23,-123.03,3.3148
0.8746,44.0,5.0762,0.8885,436.0,2.8669,35.18,-118.66,1.0694
3.9034,6.0,6.5723,1.157,670.0,1.9304,36.24,-123.42,2.5667
5.4611,6.0,5.328,1.2236,2318.0,3.3447,40.3,-114.98,2.8081
6.6162,7.0,3.5655,1.2576,756.0,2.6859,37.54,-121.44,2.9169
3.7381,50.0,6.8852,1.2313,1609.0,3.4491,40.63,-120.3,2.3788
4.6241,50.0,5.1431,0.9623,3524.0,2.8061,33.11,-117.93,3.0542
5.4593,37.0,6.7095,1.1414,872.0,4.1562,35.23,-124.11,2.8081
2.7416,4.0,3.7255,1.1745,282.0,2.2715,37.8,-118.88,1.5137
1.5729,26.0,5.2548,1.0288,444.0,2.0679,33.66,-117.15,1.8436
7.2553,49.0,6.0117,1.1247,1719.0,3.7501,37.08,-122.23,4.1135
4.323,5.0,5.2954,0.9123,651.0,1.3972,32.67,-122.76,3.0311
3.0501,41.0,3.9804,1.0059,247.0,2.8625,37.29,-119.42,2.395
1.064,1.0,2.5358,1.1558,5603.0,3.6405,41.24,-118.93,0.5393
0.5,42.0,7.2279,1.3261,2444.0,1.2445,41.51,-119.91,1.1193
3.8559,28.0,5.6976,1.2727,523.0,3.0517,35.53,-121.34,2.535
0.5,46.0,6.8002,1.1991,4192.0,1.8032,32.53,-120.2,2.288
3.0285,22.0,6.5144,1.112,4876.0,1.5241,41.17,-121.18,2.4125
1.8094,41.0,6.1162,1.0887,3661.0,2.1472,37.89,-121.8,1.6497
2.148,43.0,5.0144,0.8829,895.0,2.8533,38.02,-119.58,2.2074
6.2882,17.0,5.9877,0.9747,1069.0,2.4353,40.24,-120.34,3.6612
1.8219,33.0,7.119,0.9796,1662.0,3.8857,36.24,-119.95,0.8175
3.1282,24.0,5.4996,1.1862,584.0,3.0659,36.49,-124.3,1.5164
1.829,23.0,7.682,1.2417,2312.0,2.6088,40.59,-117.37,1.5476
3.6329,41.0,3.6007,1.2105,1434.0,1.9521,37.17,-123.83,3.1494
3.3128,12.0,3.4717,1.2774,2264.0,3.1793,39.49,-122.23,2.1861
3.0299,7.0,6.5857,1.1108,764.0,4.6471,41.1,-116.27,1.5056
5.4715,25.0,4.4175,0.9526,1353.0,2.4377,36.24,-114.46,3.044
0.8765,42.0,7.852,1.0925,359.0,2.5316,40.94,-114.39,1.1511
0.685,9.0,7.0048,0.9913,702.0,2.1514,35.61,-118.38,0.15
1.2254,18.0,7.3051,1.1987,827.0,3.9473,41.33,-121.71,0.94
3.3236,35.0,6.4613,1.0461,1713.0,3.7416,35.4,-115.95,2.162
4.0294,25.0,4.2941,1.0852,2158.0,2.643,34.73,-117.8,2.3869
0.5,31.0,3.4088,1.204,421.0,2.5208,39.35,-114.44,0.7036
3.9964,27.0,7.1944,0.9888,2680.0,2.2449,41.26,-118.81,2.1178
8.0049,42.0,3.6005,1.2446,1562.0,2.7686,39.8,-119.04,4.0836
2.3682,45.0,7.3019,0.8979,1820.0,3.8159,39.53,-123.86,1.8882
7.3671,23.0,6.2035,1.146,2145.0,3.0332,41.74,-122.36,3.9114
3.8147,23.0,5.3085,1.0864,503.0,4.0301,37.8,-117.63,1.9261
6.8607,15.0,5.9305,1.2241,2647.0,2.4239,40.93,-114.36,3.0445
6.1003,23.0,5.9583,0.8938,661.0,1.1498,32.85,-119.54,4.0648
2.3691,43.0,5.1571,0.8704,1027.0,5.0843,33.76,-124.01,2.1939
5.0449,26.0,7.1108,1.2125,901.0,3.1717,35.08,-120.3,3.168
2.3655,36.0,7.0697,1.0414,4200.0,3.6228,41.49,-123.04,1.9457
7.9173,22.0,5.5868,1.0864,521.0,2.37,34.37,-114.7,4.8853
2.5223,37.0,4.68,1.001,3670.0,1.91,36.14,-122.89,2.4005
4.1506,37.0,6.9671,1.2369,3053.0,3.1238,32.84,-123.12,3.4007
8.8057,27.0,2.9729,1.1449,334.0,1.4066,33.24,-119.72,5.0
4.2654,48.0,5.9327,1.1361,644.0,2.7864,38.04,-118.88,3.2976
2.1988,45.0,6.2875,0.9246,655.0,3.8178,33.43,-117.13,2.0011
1.1143,9.0,4.406,1.1752,1846.0,3.3588,41.04,-120.62,1.1177
0.8833,12.0,6.5685,0.9512,2653.0,3.2039,40.92,-115.33,0.7025
3.9838,49.0,5.3683,1.0012,656.0,4.395,38.41,-118.31,1.5212
2.8311,21.0,4.7452,0.8952,265.0,3.3003,36.26,-123.83,1.9735
1.2431,16.0,6.5559,1.0765,1850.0,1.4765,40.93,-123.96,1.8795
4.7152,41.0,4.0972,1.2597,1233.0,2.8807,37.13,-119.61,2.8024
4.6751,31.0,6.443,1.134,326.0,4.5403,34.31,-119.91,3.3122
2.7974,7.0,3.0212,1.0337,1671.0,2.7525,35.78,-119.78,1.6814
7.042,5.0,5.7428,1.1164,1162.0,4.4913,35.95,-123.73,3.5345
0.7452,42.0,5.4526,1.1155,422.0,3.8189,38.01,-123.77,1.5643
2.2582,40.0,4.7524,1.1099,745.0,2.6732,36.31,-123.69,2.1502
4.251,18.0,5.8675,1.1266,3509.0,2.1356,40.27,-116.96,2.2002
1.3598,44.0,5.3045,0.944,100.0,3.2719,38.45,-118.29,1.1694
5.005,7.0,6.6656,1.116,476.0,4.0164,34.9,-122.94,1.7829
5.9207,45.0,6.0722,0.8367,295.0,1.7371,36.32,-119.99,3.9458
0.5,5.0,5.9432,1.1863,919.0,3.0963,39.37,-114.87,0.355
7.185,33.0,5.7502,0.9346,1307.0,1.3669,34.8,-123.61,3.8585
4.0909,43.0,4.8334,1.2766,1049.0,2.7283,33.37,-122.41,3.1934
2.0745,32.0,5.0378,0.8,1148.0,1.6762,39.26,-120.4,2.6196
0.9503,40.0,5.6979,1.3512,1375.0,3.4498,36.36,-121.94,1.4008
5.4198,18.0,5.192,0.8541,739.0,2.4488,33.68,-122.71,3.7188
1.1916,15.0,6.7337,0.92,5067.0,3.9264,37.05,-114.57,1.4564
4.0861,14.0,5.5121,1.1449,1223.0,2.5676,37.82,-116.64,2.4017
1.2318,6.0,5.8512,1.1928,357.0,2.4947,32.74,-117.01,1.2313
2.9832,15.0,3.7168,1.0575,1073.0,1.7079,40.02,-114.98,1.1562
5.2727,13.0,6.5319,1.2339,1857.0,3.3128,37.17,-122.43,3.1279
2.0943,39.0,4.7026,0.9805,2055.0,3.3937,32.74,-115.4,1.6952
7.1556,11.0,4.1488,1.04,1667.0,3.7518,40.69,-114.47,3.3885
4.3132,9.0,7.3754,1.0547,1283.0,3.5242,38.06,-118.44,2.0216
1.3633,38.0,6.2371,1.0192,500.0,3.321,41.65,-115.27,1.2983
1.0156,28.0,6.5725,0.8099,1481.0,3.4767,35.17,-116.14,1.186
1.6675,11.0,5.9454,1.0963,1053.0,3.5575,36.42,-121.12,0.7124
2.8884,37.0,5.2882,1.0827,629.0,3.7261,38.8,-120.98,2.149
7.5674,12.0,5.0645,1.2617,1222.0,1.7779,41.18,-117.54,3.6505
8.4379,41.0,6.3349,0.9071,2137.0,2.6305,40.02,-118.78,4.3688
2.0371,2.0,6.759,1.0041,256.0,1.7016,38.61,-120.45,1.8361
1.9912,31.0,5.3182,1.2805,497.0,3.2657,40.06,-123.83,1.778
4.7723,31.0,7.8871,1.144,1936.0,4.304,33.4,-124.07,3.0618
4.7479,20.0,5.1632,1.1824,399.0,3.7171,39.38,-123.32,2.2845
6.473,36.0,3.7272,1.168,2554.0,2.5144,38.0,-120.26,3.1924
6.5783,20.0,3.3342,1.1687,946.0,3.4043,35.11,-124.03,3.5008
1.5803,34.0,3.3747,1.3732,1649.0,3.2792,34.77,-122.82,1.7317
0.8496,12.0,4.9034,1.1137,1878.0,3.1865,35.24,-114.62,0.5012
4.3533,29.0,5.1216,0.9483,1104.0,1.9573,33.67,-119.79,3.276
3.441,39.0,6.2191,1.1958,2699.0,4.0521,35.1,-114.97,1.8897
0.5,50.0,5.3657,1.015,1253.0,2.0575,33.18,-122.4,1.9787
0.8316,19.0,6.412,1.0835,1350.0,2.7066,38.89,-120.71,0.6961
4.2207,25.0,5.4539,1.1555,331.0,3.7673,37.37,-117.59,1.9615
2.7174,25.0,5.4162,0.9768,3588.0,2.7013,33.71,-114.4,2.4667
4.282,44.0,4.707,1.0235,2141.0,3.0634,39.12,-117.3,2.9502
1.2905,50.0,7.1071,1.1714,453.0,3.0957,34.19,-115.28,1.7532
4.4803,33.0,3.5622,1.0177,335.0,3.0527,37.2,-123.81,3.0946
3.7229,42.0,5.7616,1.246,831.0,3.092,41.24,-121.26,3.1141
4.6899,5.0,5.182,0.9521,922.0,3.1711,39.73,-115.47,1.8297
2.1433,39.0,6.3381,0.9516,1172.0,3.0598,38.05,-119.07,1.6471
1.8217,42.0,5.375,1.3859,2587.0,2.2836,38.06,-122.6,2.0007
0.949,37.0,5.4104,0.8705,2681.0,1.76,33.11,-122.6,2.463
2.405,30.0,5.08,1.096,2104.0,3.7985,36.56,-116.71,1.1096
5.7659,46.0,7.0719,1.3777,153.0,3.835,35.42,-122.72,3.5504
6.7572,34.0,5.4029,1.0957,3259.0,3.27,37.01,-119.32,3.2732
1.2002,44.0,7.7636,1.302,2305.0,3.2633,41.54,-122.49,1.7466
2.8869,10.0,5.7267,1.1979,1756.0,2.2678,39.97,-122.22,2.4344
7.6361,34.0,5.4261,1.0989,958.0,1.0491,38.29,-120.33,4.9834
8.2655,23.0,5.2256,1.0804,1653.0,2.801,39.19,-123.12,4.7624
2.3363,45.0,6.0771,0.8,280.0,1.4821,39.44,-117.71,1.5739
6.0816,45.0,4.6939,1.0521,1603.0,3.1475,36.84,-122.64,3.4505
5.4553,44.0,5.5749,1.1348,2229.0,4.0434,40.73,-116.78,3.1764
5.1808,11.0,5.4098,1.1347,1440.0,2.5071,38.36,-119.09,2.7518
0.7283,26.0,5.7903,1.4699,948.0,2.553,39.51,-120.84,1.1588
1.9489,1.0,5.82,1.1421,2751.0,2.1953,32.6,-118.16,1.2969
2.6771,50.0,5.8824,1.1945,4648.0,3.0354,37.61,-120.22,0.9194
2.6242,14.0,5.5139,1.2747,1736.0,2.9734,35.96,-123.48,1.2765
2.8658,32.0,7.2827,1.1811,2198.0,2.1847,33.03,-121.21,2.6987
8.8143,25.0,5.9071,1.0871,1128.0,3.7301,38.64,-119.05,3.959
2.3934,47.0,8.5272,1.0878,817.0,5.1619,41.32,-123.26,2.0094
3.8361,42.0,5.4598,1.0474,2323.0,3.9519,39.46,-116.98,2.3421
3.7481,40.0,6.5507,1.1666,3935.0,2.9115,33.26,-120.74,3.9391
2.8903,33.0,4.5287,1.0745,661.0,2.902,33.04,-122.25,2.3958
1.2634,7.0,7.0809,1.1937,467.0,2.5892,35.78,-124.22,0.585
3.157,47.0,4.5549,0.9486,760.0,2.5727,34.77,-123.45,2.17
0.5,4.0,5.9471,1.122,631.0,3.7665,32.76,-121.93,1.7988
4.0865,24.0,5.0827,1.3328,2890.0,3.8014,32.88,-120.63,2.9403
0.5,20.0,5.9424,1.0663,2667.0,2.0644,35.78,-122.77,1.5135
3.8532,20.0,5.1182,1.3765,731.0,3.2931,33.77,-118.85,2.2697
1.8735,50.0,4.4529,1.1246,1380.0,3.8889,34.35,-122.36,2.1171
1.408,12.0,5.0741,1.0915,477.0,2.7199,40.76,-114.75,0.3289
4.8189,30.0,7.2499,1.1175,1092.0,2.8308,41.94,-118.65,2.4885
2.2,12.0,5.9607,1.0533,455.0,3.5568,40.14,-116.33,1.1575
3.0482,47.0,3.8534,0.8029,959.0,3.5795,34.71,-120.08,2.588
0.752,38.0,6.7145,1.232,466.0,3.3432,34.17,-122.25,2.001
7.0637,22.0,4.3302,1.4289,2735.0,3.2034,38.0,-119.8,4.0323
3.2512,5.0,6.292,1.1721,1418.0,3.3109,39.95,-120.18,1.9009
3.2458,8.0,6.0638,1.1812,1579.0,2.7778,38.75,-118.06,1.7487
6.1954,13.0,6.1396,1.0726,654.0,2.1058,40.14,-115.19,3.0595
4.1439,21.0,7.6238,1.2737,860.0,1.7547,37.13,-121.93,2.5384
0.5,46.0,4.4056,1.0941,1333.0,3.4764,41.88,-123.33,1.372
7.4981,7.0,6.133,1.1401,3920.0,3.0866,39.98,-117.15,3.2964
2.3315,30.0,6.9115,0.8652,1215.0,3.3644,32.98,-124.3,2.9549
7.228,18.0,4.628,1.0206,3083.0,2.3369,35.96,-116.35,3.2175
2.2735,3.0,4.5051,1.1551,916.0,3.0821,37.82,-117.02,0.9997
1.9151,32.0,5.0554,1.2361,1262.0,3.0629,34.63,-116.04,0.8947
3.9637,36.0,5.7897,1.2402,2603.0,4.0232,36.33,-123.39,2.6275
9.8876,49.0,3.7074,0.8631,2028.0,3.6814,38.48,-122.26,4.6981
6.0777,26.0,6.0617,0.8783,621.0,2.408,37.75,-118.78,3.1218
4.2494,17.0,3.7099,1.1876,1607.0,3.4036,40.68,-121.03,2.0432
3.9234,44.0,6.952,0.988,1681.0,2.4025,34.99,-115.84,2.1102
3.1373,13.0,6.0165,1.2342,1880.0,1.0,41.25,-119.72,1.6763
7.0302,35.0,7.6958,0.8555,665.0,4.3808,35.56,-120.01,4.0248
4.8967,49.0,6.2025,1.0852,396.0,2.7001,41.24,-122.45,3.2305
0.9312,1.0,5.0343,1.0949,3207.0,3.8316,34.86,-118.68,0.3861
1.4149,48.0,4.4416,1.1721,4700.0,2.4709,37.32,-120.84,1.9853
4.3435,11.0,5.6867,0.9453,1852.0,2.3541,41.36,-119.79,1.9859
1.223,25.0,5.3637,0.805,878.0,2.5627,35.14,-121.59,0.7485
3.2388,14.0,6.8234,1.1257,2881.0,3.2021,40.56,-118.21,1.2998
5.1556,8.0,4.2857,1.179,560.0,3.1409,37.26,-115.92,2.2759
3.9821,36.0,7.8251,1.2511,600.0,3.3982,36.49,-124.09,2.6341
1.0692,25.0,6.9297,1.0462,3358.0,2.6029,38.81,-121.99,1.5928
1.479,26.0,5.1558,1.2164,4429.0,3.0323,34.39,-117.53,1.5306
4.0634,25.0,7.5574,1.1729,794.0,2.3255,38.76,-117.23,2.6649
9.238,39.0,4.4602,1.2984,651.0,4.1754,34.18,-121.36,5.0
2.7938,50.0,5.6467,1.0917,1234.0,1.9488,39.25,-121.44,2.0012
5.268,27.0,3.8682,0.8405,510.0,2.3424,38.3,-116.83,1.871
4.0048,8.0,7.6159,1.0899,336.0,2.6613,33.83,-118.72,2.1786
1.8588,17.0,3.4231,1.1133,349.0,4.9111,33.46,-120.41,1.7647
5.3058,26.0,3.6715,1.1777,1573.0,3.6135,38.27,-123.75,3.1017
0.7306,6.0,4.6383,0.8701,1177.0,2.3171,33.65,-117.77,1.0871
5.0655,12.0,6.9868,1.0532,2585.0,3.6578,38.44,-121.37,2.8046
4.1644,11.0,6.5458,1.2302,3365.0,3.4127,41.99,-118.53,2.4623
1.9939,50.0,5.5465,1.0844,1796.0,3.219,33.67,-117.08,2.0704
1.3146,21.0,6.6227,1.0541,511.0,3.5567,37.0,-119.67,1.0255
2.1273,45.0,5.2615,1.3859,168.0,3.0465,41.28,-121.77,2.5405
1.753,29.0,5.9069,0.9395,932.0,3.1366,41.4,-122.16,0.9979
2.4865,26.0,7.3821,1.285,836.0,1.7577,32.78,-117.25,2.8387
2.2914,48.0,5.1041,1.2532,535.0,4.1545,40.18,-115.38,0.6216
1.9931,36.0,4.4804,1.0662,1758.0,2.642,34.77,-114.5,1.1733
0.7023,13.0,5.9644,1.0951,1855.0,2.0102,39.59,-116.27,0.573
1.1639,15.0,6.2883,1.0945,1533.0,2.5965,35.87,-118.27,0.3335
5.8354,34.0,5.5325,1.1273,4581.0,2.6288,34.64,-115.66,3.0175
2.0367,1.0,6.6041,1.0108,363.0,2.359,36.97,-120.4,1.5277
2.5207,8.0,5.1585,1.0358,979.0,3.6221,34.17,-115.48,1.9735
2.2025,4.0,5.5531,1.0467,1216.0,3.7794,36.53,-120.0,1.2649
7.129,37.0,5.8495,1.0515,878.0,1.4326,36.25,-118.35,3.901
1.7211,23.0,5.7448,1.0534,787.0,2.5882,41.65,-122.6,2.017
1.6276,1.0,7.3359,0.8,2076.0,2.6455,37.65,-119.33,1.1712
4.2241,38.0,5.8435,1.1146,673.0,2.8623,39.12,-120.89,2.7039
3.4088,34.0,5.0353,1.0209,570.0,4.3651,34.16,-120.63,2.7273
4.2999,37.0,6.0336,0.82,1845.0,2.3491,41.97,-118.32,2.2958
4.1274,9.0,6.6106,1.0475,1809.0,4.2499,37.23,-115.48,1.4073
5.3918,45.0,6.3291,1.0429,310.0,2.883,33.21,-116.04,3.6485
1.0447,10.0,6.2626,1.2913,2613.0,4.2574,38.29,-120.81,0.4208
3.9681,30.0,3.6023,1.0191,4079.0,2.7512,35.52,-116.96,2.1204
1.6358,29.0,2.409,1.2002,221.0,2.6575,35.29,-118.82,0.3803
0.5147,12.0,6.9303,1.3074,2090.0,2.9819,35.51,-120.82,0.9763
4.1093,20.0,5.9266,1.0058,1472.0,4.0338,36.78,-115.22,1.7249
3.9573,3.0,5.3741,1.0929,1363.0,3.1267,35.23,-122.69,2.4354
